2026-08-03 10:29:37|Navigation|Sidebar -> Mini Statement
2026-08-03 10:29:40|Navigation|Sidebar -> Change PIN
2026-08-03 10:29:44|Navigation|Sidebar -> ATM Info
2026-08-03 10:29:51|Navigation|Sidebar -> Change PIN
2026-08-03 10:29:52|Navigation|Sidebar -> Mini Statement
2026-08-03 10:29:53|Navigation|Sidebar -> Transfer
2026-08-03 10:29:55|Navigation|Sidebar -> Withdraw
2026-08-03 10:29:56|Navigation|Sidebar -> Deposit
2026-08-03 10:29:57|Navigation|Sidebar -> ATM Balance
2026-08-03 10:29:58|Navigation|Sidebar -> ATM Menu
2026-08-03 10:31:03|Admin Login|Administrator logged in
2026-08-03 10:31:17|Navigation|Sidebar -> Create Account
2026-08-03 10:31:19|Navigation|Sidebar -> View Accounts
2026-08-03 10:31:20|Navigation|Sidebar -> Search Account
2026-08-03 10:31:21|Navigation|Sidebar -> Freeze Account
2026-08-03 10:31:23|Navigation|Sidebar -> Unfreeze Acct
2026-08-03 10:31:24|Navigation|Sidebar -> Unlock Account
2026-08-03 10:31:25|Navigation|Sidebar -> Transactions
2026-08-03 10:31:26|Navigation|Sidebar -> Search Txns
2026-08-03 10:31:27|Navigation|Sidebar -> Audit Log
2026-08-03 10:31:28|Navigation|Sidebar -> Loans
2026-08-03 10:31:30|Navigation|Sidebar -> Cash Inventory
2026-08-03 10:31:31|Navigation|Sidebar -> Cash Inventory
2026-08-03 10:31:32|Navigation|Sidebar -> Daily Report
2026-08-03 10:31:35|Navigation|Sidebar -> Dashboard
2026-08-03 10:31:36|Navigation|Sidebar -> Create Account
2026-08-03 10:31:38|Navigation|Sidebar -> Dashboard
2026-08-03 10:43:18|Admin Login|Administrator logged in
2026-08-03 10:43:58|Navigation|Sidebar -> Create Account
2026-08-03 10:44:00|Navigation|Sidebar -> View Accounts
2026-08-03 10:44:02|Navigation|Sidebar -> Search Account
2026-08-03 10:44:04|Navigation|Sidebar -> Freeze Account
2026-08-03 10:44:05|Navigation|Sidebar -> Unfreeze Acct
2026-08-03 10:44:06|Navigation|Sidebar -> Unlock Account
2026-08-03 10:44:08|Navigation|Sidebar -> Transactions
2026-08-03 10:44:09|Navigation|Sidebar -> Search Txns
2026-08-03 10:44:10|Navigation|Sidebar -> Audit Log
2026-08-03 10:44:12|Navigation|Sidebar -> Loans
2026-08-03 10:44:14|Navigation|Sidebar -> Loans
2026-08-03 10:44:15|Navigation|Sidebar -> Cash Inventory
2026-08-03 10:44:15|Navigation|Sidebar -> Daily Report
2026-08-03 10:44:16|Navigation|Sidebar -> Cash Inventory
2026-08-03 10:44:17|Navigation|Sidebar -> Loans
2026-08-03 10:44:21|Navigation|Sidebar -> Audit Log
2026-08-03 10:44:21|Navigation|Sidebar -> Transactions
2026-08-03 10:47:32|Admin Login|Administrator logged in
2026-08-03 10:47:35|Navigation|Sidebar -> Create Account
2026-08-03 10:47:37|Navigation|Sidebar -> View Accounts
2026-08-03 10:47:39|Navigation|Sidebar -> View Accounts
2026-08-03 10:47:40|Navigation|Sidebar -> Search Account
2026-08-03 10:47:41|Navigation|Sidebar -> Freeze Account
2026-08-03 10:47:43|Navigation|Sidebar -> Unfreeze Acct
2026-08-03 10:47:44|Navigation|Sidebar -> Unlock Account
2026-08-03 10:47:45|Navigation|Sidebar -> Transactions
2026-08-03 10:47:46|Navigation|Sidebar -> Search Txns
2026-08-03 10:47:49|Navigation|Sidebar -> Audit Log
2026-08-03 10:47:50|Navigation|Sidebar -> Loans
2026-08-03 10:47:53|Navigation|Sidebar -> Cash Inventory
2026-08-03 10:47:54|Navigation|Sidebar -> Cash Inventory
2026-08-03 10:47:54|Navigation|Sidebar -> Daily Report
2026-08-03 10:47:55|Navigation|Sidebar -> Loans
2026-08-03 10:47:56|Navigation|Sidebar -> Freeze Account
2026-08-03 10:48:00|Navigation|Sidebar -> Search Account
2026-08-03 10:48:01|Navigation|Sidebar -> View Accounts
2026-08-03 10:48:09|Backup|System data backup created
2026-08-03 10:48:34|Navigation|Sidebar -> Dashboard
2026-08-03 10:48:36|Navigation|Sidebar -> Create Account
2026-08-03 10:48:38|Navigation|Sidebar -> View Accounts
2026-08-03 10:48:40|Navigation|Sidebar -> Search Account
2026-08-03 10:48:42|Navigation|Sidebar -> Freeze Account
2026-08-03 10:49:02|Navigation|Sidebar -> Unfreeze Acct
2026-08-03 10:49:04|Navigation|Sidebar -> Unlock Account
2026-08-03 10:49:06|Navigation|Sidebar -> Unfreeze Acct
2026-08-03 10:49:23|Navigation|Sidebar -> Unlock Account
2026-08-03 10:49:34|Navigation|Sidebar -> Transactions
2026-08-03 10:49:35|Navigation|Sidebar -> Search Txns
2026-08-03 10:49:36|Navigation|Sidebar -> Audit Log
2026-08-03 10:49:37|Navigation|Sidebar -> Loans
2026-08-03 10:49:48|Navigation|Sidebar -> Cash Inventory
2026-08-03 10:49:49|Navigation|Sidebar -> Daily Report
2026-08-03 10:49:59|ATM Login|Account 1001 logged in
2026-08-03 11:01:05|ATM Login|Account 1001 logged in
2026-08-03 11:01:07|Navigation|Sidebar -> ATM Balance
2026-08-03 11:01:08|Navigation|Sidebar -> Deposit
2026-08-03 11:01:09|Navigation|Sidebar -> Withdraw
2026-08-03 11:01:10|Navigation|Sidebar -> Transfer
2026-08-03 11:01:11|Navigation|Sidebar -> Mini Statement
2026-08-03 11:01:17|Admin Login|Administrator logged in
2026-08-03 11:01:19|Navigation|Sidebar -> Create Account
2026-08-03 11:01:20|Navigation|Sidebar -> View Accounts
2026-08-03 11:01:20|Navigation|Sidebar -> Search Account
2026-08-03 11:01:22|Navigation|Sidebar -> Freeze Account
2026-08-03 11:01:25|Navigation|Sidebar -> Unfreeze Acct
2026-08-03 11:01:26|Navigation|Sidebar -> Unlock Account
2026-08-03 11:01:27|Navigation|Sidebar -> Transactions
2026-08-03 11:01:28|Navigation|Sidebar -> Search Txns
2026-08-03 11:01:29|Navigation|Sidebar -> Audit Log
2026-08-03 11:01:30|Navigation|Sidebar -> Loans
2026-08-03 11:01:31|Navigation|Sidebar -> Cash Inventory
2026-08-03 11:01:32|Navigation|Sidebar -> Daily Report
2026-08-03 11:01:33|Navigation|Sidebar -> Cash Inventory
2026-08-03 11:01:34|Navigation|Sidebar -> Loans
2026-08-03 11:01:47|ATM Login|Account 1001 logged in
2026-08-03 11:01:49|Navigation|Sidebar -> ATM Balance
2026-08-03 11:01:50|Navigation|Sidebar -> Deposit
2026-08-03 11:01:52|Navigation|Sidebar -> Withdraw
2026-08-03 11:01:52|Navigation|Sidebar -> Transfer
2026-08-03 11:01:53|Navigation|Sidebar -> Mini Statement
2026-08-03 11:01:54|Navigation|Sidebar -> Change PIN
2026-08-03 11:01:55|Navigation|Sidebar -> ATM Info
2026-08-03 11:01:56|Navigation|Sidebar -> ATM Menu
2026-08-03 11:05:29|ATM Login|Account 1001 logged in
2026-08-03 11:05:35|Navigation|Sidebar -> ATM Balance
2026-08-03 11:05:36|Navigation|Sidebar -> Deposit
2026-08-03 11:05:38|Navigation|Sidebar -> Withdraw
2026-08-03 11:05:40|Navigation|Sidebar -> Transfer
2026-08-03 11:05:42|Navigation|Sidebar -> Mini Statement
2026-08-03 11:05:43|Navigation|Sidebar -> Change PIN
2026-08-03 11:05:45|Navigation|Sidebar -> ATM Info
2026-08-03 11:05:46|Navigation|Sidebar -> Change PIN
2026-08-03 11:06:06|Navigation|Sidebar -> Mini Statement
2026-08-03 11:06:13|Navigation|Sidebar -> Transfer
2026-08-03 11:06:25|Navigation|Sidebar -> Withdraw
2026-08-03 11:06:28|Navigation|Sidebar -> Deposit
2026-08-03 11:06:30|Navigation|Sidebar -> ATM Balance
2026-08-03 11:06:31|Navigation|Sidebar -> ATM Menu
2026-08-03 11:10:05|ATM Login|Account 1001 logged in
2026-08-03 11:10:07|Navigation|Sidebar -> ATM Balance
2026-08-03 11:10:08|Navigation|Sidebar -> Deposit
2026-08-03 11:10:08|Navigation|Sidebar -> Withdraw
2026-08-03 11:10:10|Navigation|Sidebar -> Transfer
2026-08-03 11:10:11|Navigation|Sidebar -> Mini Statement
2026-08-03 11:10:12|Navigation|Sidebar -> Change PIN
2026-08-03 11:10:14|Navigation|Sidebar -> ATM Info
2026-08-03 11:11:38|ATM Login|Account 1001 logged in
2026-08-03 11:19:43|ATM Login|Account 1001 logged in
2026-08-03 11:19:47|Navigation|Sidebar -> ATM Balance
2026-08-03 11:19:47|Navigation|Sidebar -> Deposit
2026-08-03 11:19:48|Navigation|Sidebar -> Withdraw
2026-08-03 11:19:49|Navigation|Sidebar -> Mini Statement
2026-08-03 11:19:49|Navigation|Sidebar -> Change PIN
2026-08-03 11:19:50|Navigation|Sidebar -> ATM Info
2026-08-03 11:20:55|Admin Login|Administrator logged in
2026-08-03 11:20:58|Navigation|Sidebar -> Create Account
2026-08-03 11:20:59|Navigation|Sidebar -> View Accounts
2026-08-03 11:21:00|Navigation|Sidebar -> Search Account
2026-08-03 11:22:31|ATM Login|Account 1001 logged in
2026-08-03 11:22:33|Navigation|Sidebar -> ATM Balance
2026-08-03 11:22:34|Navigation|Sidebar -> Deposit
2026-08-03 11:22:35|Navigation|Sidebar -> Withdraw
2026-08-03 11:22:36|Navigation|Sidebar -> Transfer
2026-08-03 11:22:37|Navigation|Sidebar -> Mini Statement
2026-08-03 11:22:38|Navigation|Sidebar -> Change PIN
2026-08-03 11:22:43|Navigation|Sidebar -> ATM Info
2026-08-03 11:22:44|Navigation|Sidebar -> Transfer
2026-08-03 11:22:46|Navigation|Sidebar -> Withdraw
2026-08-03 11:22:52|Navigation|Sidebar -> ATM Balance
2026-08-03 11:22:53|Navigation|Sidebar -> ATM Menu
2026-08-03 11:22:54|Navigation|Sidebar -> Deposit
2026-08-03 11:22:55|Navigation|Sidebar -> ATM Balance
2026-08-03 11:22:57|Navigation|Sidebar -> Deposit
2026-08-03 11:23:13|Navigation|Sidebar -> Withdraw
2026-08-03 11:23:19|Withdrawal|Account 1001 withdrew Rs. 500.000000
2026-08-03 11:23:23|Navigation|Sidebar -> ATM Balance
2026-08-03 11:23:26|Navigation|Sidebar -> Deposit
2026-08-03 11:23:33|Navigation|Sidebar -> ATM Info
2026-08-03 11:23:40|Navigation|Sidebar -> Change PIN
2026-08-03 11:23:48|Navigation|Sidebar -> Mini Statement
2026-08-03 11:23:49|Navigation|Sidebar -> Transfer
2026-08-03 11:23:51|Navigation|Sidebar -> Withdraw
2026-08-03 11:23:53|Navigation|Sidebar -> Transfer
2026-08-03 11:23:54|Navigation|Sidebar -> Withdraw
2026-08-03 11:23:55|Navigation|Sidebar -> Deposit
2026-08-04 11:18:01|Admin Login|Administrator logged in
2026-08-04 11:18:12|Navigation|Sidebar -> Create Account
2026-08-04 11:18:15|Navigation|Sidebar -> View Accounts
2026-08-04 11:18:18|Navigation|Sidebar -> Search Account
2026-08-04 11:18:19|Navigation|Sidebar -> Freeze Account
2026-08-04 11:18:20|Navigation|Sidebar -> Unfreeze Acct
2026-08-04 11:18:21|Navigation|Sidebar -> Unlock Account
2026-08-04 11:18:22|Navigation|Sidebar -> Transactions
2026-08-04 11:18:23|Navigation|Sidebar -> Transactions
2026-08-04 11:18:23|Navigation|Sidebar -> Search Txns
2026-08-04 11:18:24|Navigation|Sidebar -> Audit Log
2026-08-04 11:18:25|Navigation|Sidebar -> Loans
2026-08-04 11:18:26|Navigation|Sidebar -> Cash Inventory
2026-08-04 11:18:27|Navigation|Sidebar -> Daily Report
2026-08-04 11:18:58|Admin Login|Administrator logged in
2026-08-04 11:19:01|Navigation|Sidebar -> Freeze Account
2026-08-04 11:19:01|Navigation|Sidebar -> Unfreeze Acct
2026-08-04 11:19:11|Account Unfrozen|Account 1002 unfrozen
2026-08-04 11:19:28|Navigation|Sidebar -> Dashboard
2026-08-04 11:19:36|ATM Login|Account 1002 logged in
2026-08-04 11:19:38|Navigation|Sidebar -> ATM Balance
2026-08-04 11:19:39|Navigation|Sidebar -> Deposit
2026-08-04 11:19:40|Navigation|Sidebar -> Withdraw
2026-08-04 11:19:41|Navigation|Sidebar -> Transfer
2026-08-04 11:19:42|Navigation|Sidebar -> Mini Statement
2026-08-04 11:19:43|Navigation|Sidebar -> Change PIN
2026-08-04 11:19:43|Navigation|Sidebar -> ATM Info
2026-08-04 11:19:50|Navigation|Sidebar -> Mini Statement
2026-08-04 16:21:58|Navigation|Sidebar -> 
2026-08-04 16:22:24|Navigation|Sidebar -> ATM Balance
2026-08-04 16:22:26|Navigation|Sidebar -> Deposit
2026-08-04 16:22:28|Navigation|Sidebar -> Deposit
2026-08-04 16:22:29|Navigation|Sidebar -> Withdraw
2026-08-04 16:22:31|Navigation|Sidebar -> Transfer
2026-08-04 16:22:32|Navigation|Sidebar -> ATM Menu
2026-08-04 16:23:24|Navigation|Sidebar -> ATM Balance
2026-08-04 16:23:25|Navigation|Sidebar -> Deposit
2026-08-04 16:23:32|Navigation|Sidebar -> Deposit
2026-08-04 16:23:33|Navigation|Sidebar -> Withdraw
2026-08-04 16:23:41|Navigation|Sidebar -> Transfer
2026-08-04 16:23:49|Navigation|Sidebar -> ATM Menu
2026-08-04 16:23:50|Navigation|Sidebar -> ATM Balance
2026-08-04 16:23:51|Navigation|Sidebar -> ATM Balance
2026-08-04 16:23:52|Navigation|Sidebar -> ATM Balance
2026-08-04 16:23:55|Navigation|Sidebar -> Change PIN
2026-08-04 16:23:58|Navigation|Sidebar -> ATM Info
2026-08-04 16:25:01|Reactivation Request|Account 1002 submitted reactivation request #1
2026-08-04 16:25:42|Admin Login|Administrator logged in
2026-08-04 16:25:48|Navigation|Sidebar -> Create Account
2026-08-04 16:25:49|Navigation|Sidebar -> View Accounts
2026-08-04 16:25:53|Navigation|Sidebar -> Search Account
2026-08-04 16:25:54|Navigation|Sidebar -> Freeze Account
2026-08-04 16:25:55|Navigation|Sidebar -> Unfreeze Acct
2026-08-04 16:25:58|Navigation|Sidebar -> Unlock Account
2026-08-04 16:26:04|Navigation|Sidebar -> Daily Report
2026-08-04 16:38:01|Reactivation Request|Account 1002 submitted reactivation request #2
2026-08-04 16:38:13|Admin Login|Administrator logged in
2026-08-04 16:38:21|Navigation|Sidebar -> Daily Report
2026-08-04 16:38:37|Reactivation Approved|Request 1 for account 1002 approved
2026-08-04 16:38:49|Navigation|Sidebar -> Daily Report
2026-08-04 16:38:50|Navigation|Sidebar -> Unlock Account
2026-08-04 16:38:52|Navigation|Sidebar -> Create Account
2026-08-04 16:38:55|Navigation|Sidebar -> Dashboard
2026-08-04 16:38:56|Navigation|Sidebar -> Create Account
2026-08-04 16:39:18|ATM Login|Account 1002 logged in
2026-08-04 16:39:20|Navigation|Sidebar -> ATM Menu
2026-08-04 16:39:21|Navigation|Sidebar -> ATM Balance
2026-08-04 16:39:23|Navigation|Sidebar -> Deposit
2026-08-04 16:39:24|Navigation|Sidebar -> Withdraw
2026-08-04 16:39:26|Navigation|Sidebar -> Transfer
2026-08-04 16:39:27|Navigation|Sidebar -> Mini Statement
2026-08-04 16:39:29|Navigation|Sidebar -> Change PIN
2026-08-04 16:39:33|Navigation|Sidebar -> ATM Info
2026-08-04 16:43:33|Navigation|Sidebar -> Deposit
2026-08-04 16:43:35|Navigation|Sidebar -> Withdraw
2026-08-04 16:45:04|Navigation|Sidebar -> Deposit
2026-08-04 16:45:12|Navigation|Sidebar -> ATM Menu
2026-08-04 16:45:13|Navigation|Sidebar -> ATM Balance
2026-08-04 16:45:15|Navigation|Sidebar -> Deposit
2026-08-04 16:45:16|Navigation|Sidebar -> Withdraw
2026-08-04 16:45:17|Navigation|Sidebar -> Transfer
2026-08-04 16:45:18|Navigation|Sidebar -> Transfer
2026-08-04 16:45:19|Navigation|Sidebar -> Mini Statement
2026-08-04 16:45:20|Navigation|Sidebar -> Change PIN
2026-08-04 16:45:21|Navigation|Sidebar -> ATM Info
2026-08-04 16:46:20|Reactivation Request|Account 1002 submitted reactivation request #3
2026-08-04 16:46:28|Admin Login|Administrator logged in
2026-08-04 16:46:49|Reactivation Approved|Request 3 for account 1002 approved
2026-08-04 16:47:07|ATM Login|Account 1002 logged in
2026-08-04 16:53:23|Reactivation Request|Account 1002 submitted reactivation request #4
2026-08-04 16:53:30|Admin Login|Administrator logged in
2026-08-04 16:53:38|Reactivation Approved|Request 2 for account 1002 approved
2026-08-04 16:53:40|Reactivation Approved|Request 4 for account 1002 approved
2026-08-04 16:54:24|Reactivation Request|Account 1002 submitted reactivation request #5
2026-08-04 16:54:35|Admin Login|Administrator logged in
2026-08-04 16:54:40|Reactivation Approved|Request 5 for account 1002 approved
2026-08-04 16:54:44|Navigation|Sidebar -> Create Account
2026-08-04 16:54:45|Navigation|Sidebar -> Dashboard
2026-08-04 16:54:46|Navigation|Sidebar -> View Accounts
2026-08-04 16:54:49|Navigation|Sidebar -> Search Account
2026-08-04 16:54:56|Navigation|Sidebar -> Freeze Account
2026-08-04 16:54:57|Navigation|Sidebar -> Unfreeze Acct
2026-08-04 16:54:58|Navigation|Sidebar -> Unlock Account
2026-08-04 16:54:59|Navigation|Sidebar -> Transactions
2026-08-04 16:55:00|Navigation|Sidebar -> Search Txns
2026-08-04 16:55:03|Navigation|Sidebar -> Audit Log
2026-08-04 16:55:06|Navigation|Sidebar -> Loans
2026-08-04 16:55:10|Navigation|Sidebar -> Cash Inventory
2026-08-04 16:55:11|Navigation|Sidebar -> Daily Report
2026-08-04 16:55:12|Navigation|Sidebar -> Reactivation Req
2026-08-04 16:55:29|ATM Login|Account 1002 logged in
2026-08-04 16:55:51|Admin Login|Administrator logged in
2026-08-04 16:55:53|Navigation|Sidebar -> Create Account
2026-08-04 16:56:56|Account Created|Account 1003 created for Panda
2026-08-04 16:56:58|Navigation|Sidebar -> Dashboard
2026-08-04 16:56:59|Navigation|Sidebar -> Create Account
2026-08-04 16:57:35|ATM Login|Account 1003 logged in
2026-08-04 16:57:37|Navigation|Sidebar -> ATM Balance
2026-08-04 16:57:41|Navigation|Sidebar -> Deposit
2026-08-04 16:57:42|Navigation|Sidebar -> Withdraw
2026-08-04 16:57:42|Navigation|Sidebar -> Transfer
2026-08-04 16:57:43|Navigation|Sidebar -> Mini Statement
2026-08-04 16:57:44|Navigation|Sidebar -> Change PIN
2026-08-04 16:57:45|Navigation|Sidebar -> ATM Info
2026-08-04 16:57:45|Navigation|Sidebar -> Change PIN
2026-08-04 16:57:46|Navigation|Sidebar -> Mini Statement
2026-08-04 16:57:47|Navigation|Sidebar -> ATM Menu
2026-08-04 16:57:59|Admin Login|Administrator logged in
2026-08-04 17:10:44|ATM Login|Account 1002 logged in
2026-08-04 17:10:56|Admin Login|Administrator logged in
2026-08-04 17:12:48|Admin Login|Administrator logged in
2026-08-04 17:21:14|Admin Login|Administrator logged in
2026-08-04 17:21:29|ATM Login|Account 1002 logged in
2026-08-04 17:22:49|ATM Login|Account 1002 logged in
2026-08-04 17:34:53|ATM Login|Account 1002 logged in
2026-08-04 17:35:03|Admin Login|Administrator logged in
2026-08-04 17:35:39|Reactivation Request|Account 1002 submitted reactivation request #6
2026-08-04 17:35:56|Admin Login|Administrator logged in
2026-08-04 17:35:59|Reactivation Approved|Request 6 for account 1002 approved
2026-08-04 17:51:28|ATM Login|Account 1002 logged in
2026-08-04 17:52:30|Reactivation Request|Account 1002 submitted reactivation request #7
2026-08-04 17:52:42|Admin Login|Administrator logged in
2026-08-04 17:52:46|Reactivation Approved|Request 7 for account 1002 approved
2026-08-04 17:53:23|Reactivation Request|Account 1002 submitted reactivation request #8
2026-08-04 17:53:32|Reactivation Approved|Request 8 for account 1002 approved
2026-08-04 18:05:33|Reactivation Request|Account 1002 submitted reactivation request #9
2026-08-04 18:06:05|Admin Login|Administrator logged in
2026-08-04 18:06:10|Reactivation Approved|Request 9 for account 1002 approved
2026-08-04 23:45:56|ATM Login|Account 1002 logged in
2026-08-04 23:45:58|Navigation|Sidebar -> ATM Balance
2026-08-04 23:45:59|Navigation|Sidebar -> Deposit
2026-08-04 23:46:07|Navigation|Sidebar -> Withdraw
2026-08-04 23:46:10|Navigation|Sidebar -> Transfer
2026-08-04 23:46:13|Navigation|Sidebar -> Mini Statement
2026-08-04 23:46:16|Navigation|Sidebar -> Change PIN
2026-08-04 23:46:18|Navigation|Sidebar -> ATM Info
2026-08-04 23:46:25|Navigation|Sidebar -> ATM Menu
2026-08-04 23:46:35|Navigation|Sidebar -> ATM Balance
2026-08-04 23:46:36|Navigation|Sidebar -> ATM Menu
2026-08-04 23:46:44|Navigation|Sidebar -> ATM Balance
2026-08-04 23:46:48|Navigation|Sidebar -> Deposit
2026-08-04 23:46:49|Navigation|Sidebar -> Withdraw
2026-08-04 23:46:54|Navigation|Sidebar -> Transfer
2026-08-04 23:46:55|Navigation|Sidebar -> Mini Statement
2026-08-04 23:46:57|Navigation|Sidebar -> Change PIN
2026-08-04 23:46:58|Navigation|Sidebar -> ATM Info
2026-08-04 23:46:59|Navigation|Sidebar -> Change PIN
2026-08-04 23:47:13|PIN Changed|Account 1002 PIN changed
2026-08-04 23:47:16|Navigation|Sidebar -> ATM Menu
2026-08-04 23:47:42|ATM Login|Account 1002 logged in
2026-08-04 23:47:44|Navigation|Sidebar -> ATM Balance
2026-08-04 23:47:47|Navigation|Sidebar -> ATM Balance
2026-08-04 23:47:48|Navigation|Sidebar -> Deposit
2026-08-04 23:47:49|Navigation|Sidebar -> Withdraw
2026-08-04 23:47:50|Navigation|Sidebar -> Transfer
2026-08-04 23:47:50|Navigation|Sidebar -> Mini Statement
2026-08-04 23:47:51|Navigation|Sidebar -> Change PIN
2026-08-04 23:47:52|Navigation|Sidebar -> ATM Info
2026-08-04 23:48:00|Navigation|Sidebar -> ATM Menu
2026-08-04 23:48:00|Navigation|Sidebar -> ATM Balance
2026-08-04 23:48:04|Navigation|Sidebar -> Deposit
2026-08-04 23:48:05|Navigation|Sidebar -> Withdraw
2026-08-04 23:48:16|Withdrawal|Account 1002 withdrew Rs. 10000.000000
2026-08-04 23:48:19|Navigation|Sidebar -> Deposit
2026-08-04 23:53:38|ATM Login|Account 1002 logged in
2026-08-04 23:53:42|Navigation|Sidebar -> Deposit
2026-08-04 23:53:50|Navigation|Sidebar -> Withdraw
2026-08-04 23:53:54|Navigation|Sidebar -> Deposit
2026-08-04 23:54:03|Deposit|Account 1002 deposited Rs. 5000.000000
